,Unnamed: 0,address
5770,5770,"Санкт-Петербург, проспект Стачек, дом 107, корпус 2, Литер А,ч.п. 19,20,21,22"
5771,5771,"Санкт-Петербург, проспект М. Жукова, дом 32, корпус 2, Литер А,ч.п. 18,19,20,21"
5772,5772,"Санкт-Петербург, ул. П. Кузьмина, дом 15, Литер А, ч.п. 34,35,36,37"
5773,5773,"Санкт-Петербург, проспект Дачный, дом 8, корпус 5, Литер А, ч.п. 18,20,21,22"
5774,5774,"Санкт-Петербург, проспект Дачный, дом 14, корпус 2, Литер А,ч.п. 38,39,40,41"
5775,5775,"Санкт-Петербург, ул. Счастливая, дом 3, Литер А, ч.п. 37,38,39,40"
5776,5776,"Санкт-Петербург, ул. П. Кузьмина, дом 40, Литер А, ч.п. 40,41,42,43"
5777,5777,"Санкт-Петербург, проспект Трамвайный, дом 11, корпус 4, Литер А,ч.п. 2,3,4,5"
5778,5778,"Санкт-Петербург, проспект М. Жукова, дом 26, корпус 2, Литер А,ч.п. 18,19,20,21,22,23"
5779,5779,"Санкт-Петербург, проспект Народного Ополчения, дом 11, Литер А, ч.п. 36,37,37,38,39"
5780,5780,"Санкт-Петербург, ул. З. Портновой, дом 56, Литер А, ч.п. 46,47,48,49,54,8"
5781,5781,"Санкт-Петербург, б-р Новаторов, дом 43, Литер А, ч.п. 4,5,6,7"
5782,5782,"Санкт-Петербург, проспект Трамвайный, дом 24, Литер А,ч.п. 50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72"
5783,5783,"Санкт-Петербург, ул. М. Пехоты, д. 8, корпус 3, Литер А, ч.п. 92,93,94"
5784,5784,"Санкт-Петербург, проспект Ветеранов, дом 1, корпус 2, Литер А,ч.п. 36,37,38,39"
5785,5785,"Санкт-Петербург, Ленинский проспект, дом 124, корпус 2, Литер А,ч.п. 10,11,12"
5786,5786,"Санкт-Петербург, проспект Трамвайный, дом 22, Литер А, ч.п. 50,51"
5787,5787,"г. Санкт-Петербург, ул. Леснозаводская, дом 6 лит.А"
5788,5788,"г. Санкт-Петербург, ул. Пинегина, д. 10, лит. А"
5789,5789,"г. Санкт-Петербург, Шлиссельбургский проспект, дом 43, литер А, 1 этаж, пом. 25, 26, 27"
5790,5790,"г. Санкт-Петербург, Рыбацкий проспект, дом 29, корпус 2, литер А, 1 этаж, пом. 24, 25, 26, КБ.26, КБ.25, КБ.24"
5791,5791,"г. Санкт-Петербург, Шлиссельбургский проспект, дом 24, корпус 2, литер А, 1 этаж,пом. 26, 27, 14, 15, 16, 17, 19, 20"
5792,5792,"г. Санкт-Петербург, Рыбацкий проспект, дом 51, корпус 2, литер А, 1 этаж,пом. 31, 32, 33, 34"
5793,5793,"г. Санкт-Петербург, улица Караваевская, дом 40, корпус 2, литер А, 1 этаж, пом. 32, 33, 34"
5794,5794,"г. Санкт-Петербург, Шлиссельбургский проспект, дом 39, корпус 2, литер А, 1 этаж,пом. 38, 39, 41, 80"
5795,5795,"г. Санкт-Петербург, улица Караваевская, дом 2, корпус 2, литер А, 1 этаж,пом. 14, 15, 16, 21"
5796,5796,"г. Санкт-Петербург, Рыбацкий проспект, дом 43, корпус 2, литер А, 1 этаж, пом. 78, 77, 80"
5797,5797,"г. Санкт-Петербург, улица Караваевская, дом 10, корпус 3, литер А, 1 этаж,пом. 3, 4, 5, 6, 13"
5798,5798,"Санкт-Петербург, Шлиссельбургский проспект, д. 31, к. 2, литера А,пом. 13, 14, 15, 16, 17, 18, 21, 22"
5799,5799,"г. Санкт-Петербург, улица Ольги Берггольц, дом 27, литер А,пом. № 127, 128, 129, 130"
5800,5800,"г. Санкт-Петербург, улица Бабушкина, дом 29, корп. 3, литера А, пом. № 4, 24, 25"
5801,5801,"г. Санкт-Петербург, улица Бабушкина, д. 133, кор. 2, литер А, часть пом. 1Нпом. № 4, 5, 7"
5802,5802,"г. Санкт-Петербург, улица Седова, д. 138, литер А, пом. 19, 21, 22"
5803,5803,"г. Санкт-Петербург, бульвар Красных Зорь, д. 6, кор. 2, литер А, пом. 2Н,комн. № 28, № 27"
5804,5804,"г. Санкт-Петербург, ул. Ивановская, дом 22, литер А, пом. 3, 4, 1"
5805,5805,"г. Санкт-Петербург, улица Бабушкина, д. 56, кор. 1, литер А, 1 этаж,пом. 61, 62, 63, 64"
5806,5806,"г. Санкт-Петербург, улица Седова, д. 108, литер А, 1 этаж, пом. № 5, 6"
5807,5807,"г. Санкт-Петербург, улица Бабушкина, д. 94, лит. А, часть пом. 1Нпом. № 31, 30, 33, 29, 32"
5808,5808,"г. Санкт-Петербург, улица Бабушкина, д. 50, литер А, 1 этаж, пом. 18,19"
5809,5809,"г. Санкт-Петербург, 2-й Рабфаковский переулок, д. 1, кор. 4, литер Н, 2 этаж, пом. 9, 10"
5810,5810,"г. Санкт-Петербург, улица Бабушкина, д. 113, кор. 4, литер Л, 1 этаж,пом. 3, 4, 5, 11"
5811,5811,"г. Санкт-Петербург, улица Седова, дом 81, литер А, пом. № 4, 3"
5812,5812,"г. Санкт-Петербург, Шлиссельбургский проспект, дом 8, корпус 3, литер А, пом. 57, 58, 59, 60, 61, 62"
5813,5813,"г. Санкт-Петербург, Рыбацкий проспект, дом 7, корпус 2, литер А, пом. 158-166"
5814,5814,"г. Санкт-Петербург, улица Бабушкина, дом 119, лит. А, ч. пом. 1Н, пом. № 49, 50"
5815,5815,"г. Санкт-Петербург, улица Хрустальная, дом 12, лит. А, ч. пом. 5-Н, пом. № 5,ч. п. № 6"
5816,5816,"г. Санкт-Петербург, проспект Елизарова, д. 7, лит. Б, ч. п. 3-Н, пом. № 12, 13, 14"
5817,5817,"г. Санкт-Петербург, проспект Елизарова, д. 5, лит. А, пом. № 103, 104, 106"
5818,5818,"г. Санкт-Петербург, улица Седова, дом 74, литер А, пом. №40, 43, 44"
5819,5819,"г. Санкт-Петербург, улица Ивановская, д. 27, литер А, ч. пом. 3-Н пом. № 1, 2, 3, 4, 5"
5820,5820,"г. Санкт-Петербург, проспект Елизарова, д. 21, корп. 2, лит. А, ч. пом. 3-Н, пом. № 11и ч. п. № 13"
5821,5821,"г. Санкт-Петербург, улица Ольминского, дом 29, лит. А, ч. пом. 1-Н, пом. № 29, 30, 31"
5822,5822,"г. Санкт-Петербург, улица Ольминского, дом 30, лит. А, пом. № 13"
5823,5823,"г. Санкт-Петербург, улица Шелгунова, дом 18, литер С, ч. пом. 5Н, пом. № 3, № 4"
5824,5824,"г. Санкт-Петербург, 2-ой Рабфаковский переулок, д. 12, литер К, ч. пом. 5-Н,пом. № 3, № 6"
5825,5825,"г. Санкт-Петербург, проспект Обуховской обороны, д. 110, кор. 1, литер А,ч. пом. 48-Н, пом. 21, 31-37"
5826,5826,"г. Санкт-Петербург, улица Чернова, дом 11, литер А, ч. п. 1-Н, пом. № 33-38"
5827,5827,"г. Санкт-Петербург, Бульвар Красных Зорь, д. 22, литер А, ч. п. 1-Н, пом. № 11, 22"
5828,5828,"г. Санкт-Петербург, улица Ивановская, д. 16, литер А, ч. пом. 5-Н, пом. № 14, 19"
5829,5829,"г. Санкт-Петербург, улица Ткачей, дом 9, лит. А, часть помещения 6Н, пом. № 22, 23, 24"
5830,5830,"г. Санкт-Петербург, улица Бабушкина, д. 65, лит. А, часть помещения 1Н, помещения № 24, 25"
5831,5831,"Санкт-Петербург, улица Бабушкина, дом 58, корп. 1, лит. В, часть помещения 2Н, помещения № 26, 27"
5832,5832,"Санкт-Петербург, улица Слободская, дом 5, лит. А, часть помещения 4Н, пом. № 24, ч. пом. № 25"
5833,5833,"Санкт-Петербург, улица Бабушкина, дом 42, корп. 3, лит. А, часть пом. 2Н, пом. № 6, 8, ч. пом. № 5, 7"
5834,5834,"Санкт-Петербург, проспект Елизарова, дом 16, лит. А, часть пом. 2Н,пом. № 2, 3"
5835,5835,"Санкт-Петербург, улица Цимбалина, дом 50, лит. А, часть пом. 5Н, пом. № 3, 4, 5, 6"
5836,5836,"Санкт-Петербург, улица Цимбалина, дом 50, лит. А, часть пом. 5Н,пом. № 3, 4, 5, 6"
5837,5837,"г. Санкт-Петербург, улица Седова, дом 71, корп. 2, лит. А, пом. №11, 12, 22"
5838,5838,"Санкт-Петербург, улица Ивановская, дом 23, лит. А, часть пом. 4Н. пом. № 2, 5"
5839,5839,"Санкт-Петербург, улица Седова, дом 78, литер А, часть пом. 2Н, пом. № 24, 25, 25а"
5840,5840,"г. Санкт-Петербург, улица Седова, дом 46, корп. 2, лит. А, часть пом. 2Н, пом. № 38, 40"
5841,5841,"Санкт-Петербург, улица Ткачей, дом 26, литер А, часть пом. 1Н, пом. № 22, 24"
5842,5842,"Санкт-Петербург, ул. Шелгунова, дом 20, литер Р, ч. пом. 5-Н, пом. № 3, 4, 5, 6"
5843,5843,"Санкт-Петербург, 2 Рабфаковский переулок, д. 9, кор. 2, литер И, ч. пом. 5-Н, пом. № 6, 7, 8"
5844,5844,"Санкт-Петербург, ул. Бабушкина, дом 84, литер А, ч. пом. 1Н, пом. № 21, 24"
5845,5845,"Санкт-Петербург, улица Ново-Александровская, д. 28, лит. А, ч. пом. 4Н, пом. 15, 18"
5846,5846,"Санкт-Петербург, ул. Седова, дом 96, литер А, ч. пом. 6-Н, пом. № 37, 39"
5847,5847,"Санкт-Петербург, ул. Ново-Александровская, дом 32, литера А,часть пом. 1-Н, помещения № 10, 11"
5848,5848,"Санкт-Петербург, проспект Маршака, дом 24, корпус 2, литера А,пом. 51-54, 56-60, 123-129 в 1Н"
5849,5849,"г. Санкт-Петербург, улица Корнея Чуковского, д. 5, корп. 1, литера А,пом. №53, 54, 55 в 1Н"
5850,5850,"г. Санкт-Петербург, ул.Есенина, д. 38, корп.2, лит. А"
5851,5851,"г. Санкт-Петербург, Поэтический бульвар, д. 5, кор. 3, лит. А, помещение 1Н (ч. п. 94-96)."
5852,5852,"г. Санкт-Петербург, проспект Художников, д. 24, кор. 2, лит. А, помещение 1Н (ч. п. 111, 112)."
5853,5853,"г. Санкт-Петербург, Поэтический бульвар, д. 3, кор. 2, лит. А, помещение 2Н (ч. п. 29-31)."
5854,5854,"г. Санкт-Петербург, улица Есенина, д. 24, лит. А, помещение 1Н (ч. п. 84-85)."
5855,5855,"г. Санкт-Петербург, улица Есенина, д. 36, кор. 2, лит. А, помещение 1Н (ч. п. 26, 28, 29)."
5856,5856,"г. Санкт-Петербург, проспект Просвещения, д. 46, кор. 4, лит. А, помещение 1Н (ч. п. 28-30)."
5857,5857,"г. Санкт-Петербург, улица Есенина, д. 22, кор. 3, лит. А, помещение 1Н (ч. п. 51, 52, 53)."
5858,5858,"г. Санкт-Петербург, Сиреневый бульвар, д. 7, кор. 2, лит. А, помещение 1Н (ч. п. 60-65)"
5859,5859,"г. Санкт-Петербург, Сиреневый бульвар, д. 7, кор. 3, лит. А, помещение 1Н (ч. п. 59-64)"
5860,5860,"г. Санкт-Петербург, улица Ивана Фомина, д. 7, кор. 4, лит. А, помещение 1Н (ч. п. 36-41)"
5861,5861,"г. Санкт-Петербург, Поэтический бульвар, д. 5, кор. 2, лит. А, помещение 1Н (ч. п. 87-88, 92-93)"
5862,5862,"г. Санкт-Петербург, проспект Луначарского, д. 62, кор. 3, лит. А, помещение 1Н (ч. п. 37-42)"
5863,5863,"г. Санкт-Петербург, проспект Художников, д. 22, кор. 3, лит. А, помещение 1Н (ч. п. 34-39)"
5864,5864,"г. Санкт-Петербург, проспект Энгельса, д. 143, кор. 2, лит. А, 1 этаж, помещение 2Н (ч. п. 29-33, 36)"
5865,5865,"г. Санкт-Петербург, улица Есенина, д. 18, кор. 3, лит. А, помещение 1Н (ч. п. 36-38, 40)"
5866,5866,"г. Санкт-Петербург, улица Есенина, д. 40, кор. 3, лит. А, 1 этаж, помещение 1Н (ч. п. 50-53)"
5867,5867,"г. Санкт-Петербург, улица Есенина, д. 26, корп. 3, лит. А, помещение 2Н (ч. п. 34-39)"
5868,5868,"г. Санкт-Петербург, Придорожная аллея, д. 9, кор. 3, лит. А, 2 этаж, помещение 3Н (ч. п. 69, 71-74)"
5869,5869,"г. Санкт-Петербург, Придорожная аллея, д. 9, кор. 2, лит. А, 1 этаж, помещение 2Н (ч. п. 56-61)"
5870,5870,"г. Санкт-Петербург, проспект Луначарского, д. 56, кор. 2, лит. А, помещение 2Н (ч. п. 91, 94)"
5871,5871,"г. Санкт-Петербург, поселок Парголово, улица Михаила Дудина, д. 25, корп. 3, лит. А, помещение 2Н (ч. п. 14-21)"
5872,5872,"г. Санкт-Петербург, Придорожная аллея, д. 7, лит. А, пом. 1Н (ч. п 73-75)."
5873,5873,"г. Санкт-Петербург, поселок Парголово, улица Михаила Дудина, д. 23, корп. 2, лит. А, помещение 3Н (ч. п. 69-76)"
5874,5874,"г. Санкт-Петербург, Парголово, улица Федора Абрамова, д. 6, лит. А, 1 этаж, 1Н (ч. п. 186-188, 192-194)."
5875,5875,"г. Санкт-Петербург, поселок Парголово, улица Федора Абрамова, дом 6, строение 2, помещение 1-Н (ч. п. 67-69, 76-78)"
5876,5876,"г. Санкт-Петербург, поселок Парголово, улица Николая Рубцова, дом 12, корпус 2, строение 1, помещение 3-Н (ч. п. 8-15)"
5877,5877,"г. Санкт-Петербург, поселок Парголово, улица Валерия Гаврилина, дом 5,корпус 2, строение 1, помещение 3-Н (ч. п. 8-15)"
5878,5878,"г. Санкт-Петербург, 14-я линия В.О., д. 65а, лит. А, ч. пом. 1-Н, пом 13, 14"
5879,5879,"г. Санкт-Петербург, 19 линия В.О., д. 22, литер А., ч. пом. 2-Н, пом. 90, 99"
5880,5880,"г. Санкт-Петербург, пр. КИМа, д. 11, лит. Б, ч. пом.1-Н, пом. 41, 42, 90, 92, 94, 95, 96"
5881,5881,"г. Санкт-Петербург, улица Кораблестроителей, дом 37, корп. 5, литер А,часть пом. 2-Н (пом. 179, 197)"
5882,5882,"г. Санкт-Петербург,  набережная реки Смоленки, д. 1, лит. А, ч. пом.1-Н(пом. 172-176)"
5883,5883,"Санкт-Петербург, Морская наб., д. 37, кор. 2, лит. А, пом. 34Н, пом. 22-25"
5884,5884,"г. Санкт-Петербург, Гороховая улица, д. 6, лит. А, пом. 31Н (пом. 1-46на 4 этаже)"
5885,5885,"г. Санкт-Петербург, поселок Шушары, Славянка, ул. Галицкая, д. 2, кор. 1, литера А, пом. 3-Н"
5886,5886,"Санкт-Петербург, поселок Александровская, шоссе Волхонское, д. 31, лит. А"
5887,5887,"г. Санкт-Петербург, проспект Елизарова, д. 32, корп. 2, лит. Ф"
5888,5888,"г. Санкт-Петербург, улица Седова, д. 35, лит. А, пом. 4Н"
5889,5889,"г. Санкт-Петербург, Большой Сампсониевский пр., д. 62, лит. А, пом. 3-Н"
5890,5890,"Санкт-Петербург, проспект Энгельса, д. 4, лит. А, помещение 1Н(ч. п. 52, 55-56)"
5891,5891,"Санкт-Петербург, 2-й Муринский проспект, д. 24, лит. А, помещение 1-С(ч. п. 84-86)."
5892,5892,"Санкт-Петербург, улица Болотная, д. 18, к. 3, лит. А, помещение 1-Н(ч. п. 12-15)."
5893,5893,"Санкт-Петербург, улица Харченко, д. 27, лит. А, помещение 1Н (ч. п. 39, 40)."
5894,5894,"Санкт-Петербург, Нейшлотский переулок, д. 2, лит. А, помещение 1Н(ч. п. 17-21)"
5895,5895,"Санкт-Петербург, проспект Пархоменко, д. 17, лит. А, помещение 1Н(ч. п. 35, 38)"
5896,5896,"Санкт-Петербург, улица Александра Матросова, д. 11, лит. А, помещение 1Н(ч. п. 75-77)."
5897,5897,"Санкт-Петербург, проспект Раевского, д. 18, лит. А, помещение 3Н(ч. п. 29-30)."
5898,5898,"Санкт-Петербург, проспект Светлановский, д. 31, лит. А, помещение 1Н(ч. п. 8, 9)."
5899,5899,"Санкт-Петербург, проспект Тореза, д. 41, лит. А, помещение 1Н(ч. п. 91, 92, 94)"
5900,5900,"г. Санкт-Петербург, 2-ой Муринский проспект, д. 34, кор. 2, лит. А, помещение 1Н (ч. п. 104, 105, 106, 107)."
5901,5901,"г. Санкт-Петербург, улица Болотная, д. 15, лит. Ш, помещение 2Н(ч. п. 31-34)."
5902,5902,"Санкт-Петербург, 1-ый Муринский проспект, д. 3, лит. А, помещение 1Н(ч. п. 27)."
5903,5903,"Санкт-Петербург, улица Кантемировская, д. 29, лит. Д, помещение 1Н(ч. п. 14-15)."
5904,5904,"Санкт-Петербург, улица Шателена, д. 10, лит. А, помещение 1Н (ч. п. 1-3, 25)."
5905,5905,"Санкт-Петербург, Светлановский проспект, д. 55, кор. 2, лит. А,помещение 2Н (ч. п. 46-47, 49-50)."
5906,5906,"Санкт-Петербург, улица Орбели, д. 14, лит. А, помещение 2Н (ч. п. 83-85)"
5907,5907,"Санкт-Петербург, Светлановский проспект, д. 33, лит. А, помещение 2Н (ч. п. 60-63)."
5908,5908,"Санкт-Петербург, улица Болотная, д. 3, лит. А, пом. 2Н (ч. п. 17-21)"
5909,5909,"г. Санкт-Петербург, 2-ой Муринский проспект, д. 10, кор. 2, лит. А, помещение 1Н (ч. п. 29-30, 32-34)"
5910,5910,"г. Санкт-Петербург, Садовая улица, д. 60, литер А"
5911,5911,"г. Санкт-Петербург, набережная канала Грибоедова, дом 76, лит. П"
5912,5912,"Санкт-Петербург, набережная реки Фонтанки, дом №149, лит. А,помещения 2н, 4н"
5913,5913,"г. Санкт-Петербург, набережная реки Пряжки, д. 4-6, лит. А"
5914,5914,"Санкт-Петербург, Курортный район, поселок Ушково, Пляжевая улица,д. 11, литер Д"
5915,5915,"Санкт-Петербург, Курортный район, пос. Комарово, ул. Дачная, д. 72,литер Д"
5916,5916,"Санкт-Петербург, набережная реки Фонтанки, д. 119, литера Б,помещение 2-н"
5917,5917,"Санкт-Петербург, Конногвардейский бульвар, д. 11, литера А,помещение 2н, 3н"
5918,5918,"г. Санкт-Петербург, набережная Крюкова канала, д. 3, лит. А."
5919,5919,"Ленинградская область, Гатчинский район, п. г. т. Вырица, ул. Сергучевская, д. 23"
5920,5920,"г. Санкт-Петербург, переулок Бойцова, д. 3, лит. А, пом. 4-Н,пом. №№9, 10, 11, 15"
5921,5921,"Санкт-Петербург, улица Садовая, д. 71, литер Б, помещения 7н(пом. 7, 8, 9, 11)"
5922,5922,"Санкт-Петербург, набережная Крюкова канала, д. 15, лит. А, пом. 1Н, 2Н, 3Н(пом. 58-59)"
5923,5923,"Санкт-Петербург, переулок Гривцова, д. 5, литера А, пом. 8Н (пом. 19, 20)"
5924,5924,"г. Санкт-Петербург, Лермонтовский проспект, д. 21, лит. А, пом. 4Н(пом. 11, 13, 14)"
5925,5925,"г. Санкт-Петербург, набережная канала Грибоедова, д. 65-67, литера А, помещение 1-н (пом. 15-18)"
5926,5926,"Санкт-Петербург, Климов переулок, д. 2а, литера А, пом. 2Н"
5927,5927,"Санкт-Петербург, улица Декабристов, д. 48, литер А, помещение 1Н"
5928,5928,"г. Санкт-Петербург, ул. Куйбышева, дом 25, лит. А."
5929,5929,"г. Санкт-Петербург, ул. Куйбышева, д. 32, литер А, пом. 2Н."
5930,5930,"г. Санкт-Петербург, ул. Куйбышева, д. 25, литер Б."
5931,5931,"г.  Санкт-Петербург, ул. Куйбышева, д. 25, литер Б."
5932,5932,"г. Санкт-Петербург, Аптекарский проспект, д. 12, лит. А."
5933,5933,"г. Санкт-Петербург, ул. Воскова, д.  15-17, литер А, пом. 4Н."
5934,5934,"Санкт-Петербург, улица Введенская, дом 15, литер А, пом. № 7, 12."
5935,5935,"Санкт-Петербург, улица Профессора Попова, д. 25, лит. А, пом. 23, 27, 28."
5936,5936,"Санкт-Петербург, улица Литераторов, д. 9/11, лит. А, пом. № 107,108,109,110."
5937,5937,"Санкт-Петербург, улица Большая Посадская, д. 5, лит. А, пом. 27,33,35,36."
5938,5938,"Санкт-Петербург, переулок Певческий, д. 4, лит. А, пом. № 35,36,37."
5939,5939,"Санкт-Петербург, Сытнинская площадь, дом 5/7, литер А,пом. № 107,108,109,110,111,112."
5940,5940,"Санкт-Петербург, улица Большая Пушкарская, дом 47, литера А, пом. 11Н, пом. № 4."
5941,5941,"Санкт-Петербург, Каменноостровский проспект, дом 25/2, лит. А, пом. 2Н,пом. 29."
5942,5942,"Санкт-Петербург, Каменноостровский проспект, д. 1-3, литер А, пом. 1Н, пом.10,11,12"
5943,5943,"Санкт-Петербург, Каменноостровский проспект, дом 29, литер А, пом. № 2."
5944,5944,"Санкт-Петербург, улица Мира, дом 4, лит. А, пом. № 15, 19."
5945,5945,"Санкт-Петербург, улица Профессора Попова, дом 12, литера В, пом. № 24,25."
5946,5946,"Санкт-Петербург, улица Большая Монетная, дом 24, литер А, пом. 1Н,пом. № 18."
5947,5947,"Санкт-Петербург, улица Большая Пушкарская, дом 29, литер А, пом. 1Н,пом. № 68, 70."
5948,5948,"Санкт-Петербург, улица Чапыгина, д.5, литер Д, пом. № 41, 42."
5949,5949,"197101, Санкт-Петербург, улица Большая Монетная, д.8, литер А, пом. № 25."
5950,5950,"Санкт-Петербург, улица Зверинская, дом 28-30, литера А, пом. № 17."
5951,5951,"Санкт-Петербург, улица Малая Пушкарская, дом 20/4, литер А, пом. 5Н,каб. № 4, 5."
5952,5952,"Санкт-Петербург, улица Большая Пушкарская, дом 9, литер А, пом. № 17, 21."
5953,5953,"Санкт-Петербург, улица Большая Монетная, дом 32, литера А, пом. № 26, 27."
5954,5954,"Санкт-Петербург, улица Льва Толстого, дом 1-3, литер А, пом. № 19, 20."
5955,5955,"Санкт-Петербург, улица Мира, дом 38, литер А, пом. № 114, 115."
5956,5956,"Санкт-Петербург, улица Мира, дом 26, литер А, пом. № 12."
5957,5957,"Санкт-Петербург, улица Блохина, дом 31, литер А, 1 этаж, пом. № 28, 29, 30."
5958,5958,"Санкт-Петербург, улица Большая Монетная, дом 2, литер А, пом. 1Н,пом. № 9, 10."
5959,5959,"Санкт-Петербург, улица Введенская, дом 16-18, литер А, 1 этаж, пом. №55."
5960,5960,"Санкт-Петербург, улица Мира, дом 18, литер А, 1 этаж, пом. № 36,37,38."
5961,5961,"Санкт-Петербург, улица Подковырова, дом 28, литер А, 1 этаж, пом. № 110, 140, 141."
5962,5962,"Санкт-Петербург, Татарский переулок, дом 8, литер А, пом. №29, цокольный этаж."
5963,5963,"Санкт-Петербург, Кронверкский проспект, дом 73/39, литер А, пом. 3Н,пом. №28."
5964,5964,"Санкт-Петербург, улица Литераторов, д. 19/10, лит. А, пом. №32."
5965,5965,"Санкт-Петербург, улица Большая Пушкарская, дом 28/2, литер А, пом. 3Н,пом. № 10."
5966,5966,"Санкт-Петербург, Каменноостровский проспект, д. 18/11, литер А, пом. 5Н, пом. № 6, 7."
5967,5967,"Санкт-Петербург, Троицкая площадь, д.1, литер А, пом. 2Н, пом. №13."
5968,5968,"Санкт-Петербург, улица Куйбышева, д.1/5, лит. А, пом.3Н, пом. № 17, 18."
5969,5969,"Санкт-Петербург, Каменноостровский проспект, дом 27, лит. Б. пом.1Н.пом. №10."
5970,5970,"Санкт-Петербург, улица Рентгена, дом 15/31, литер А, пом. № 3Н, пом. № 10."
5971,5971,"Санкт-Петербург, Большой проспект П.С., д.9/1, литера А, пом. 6Н,пом. № 13,14."
5972,5972,"Санкт-Петербург, Ждановская набережная, д.11, лит. Д, пом. 1Н, пом. № 12."
5973,5973,"Санкт-Петербург, улица Большая Монетная, дом 11, литер А, пом. 3 Н,пом. № 20."
5974,5974,"Санкт-Петербург, ул. Лизы Чайкиной, д. 14, Лит. А, 1 этаж, пом. № 22, 38."
5975,5975,"Санкт-Петербург, пр. Добролюбова, д. 2, лит. А, пом. 2Н, каб. № 8."
5976,5976,"Санкт-Петербург, ул. Чапыгина, д. 7, лит. В, 3 этаж, пом. 71, 72, 73."
5977,5977,"Санкт-Петербург, Большой пр. П.С., д. 67, лит. Б, 1 этаж, пом. 14, 17."
5978,5978,"Санкт-Петербург, ул. Введенская, д. 9, лит. А, пом. 2Н, каб .№ 12."
5979,5979,"Санкт-Петербург, ул. Литераторов, д. 9/11, лит. Б, помещение № 224, 227."
5980,5980,"г. Санкт-Петербург, улица Академика Павлова, д. 8, корп. 2, лит. А, пом. 146, 147, 148, 149."
5981,5981,"Санкт-Петербург, ул. Рентгена, д. 9, лит. А."
5982,5982,"Санкт-Петербург, город Колпино, улица Металлургов, дом 11 лит. А"
5983,5983,"Санкт-Петербург, город Колпино, улица Ижорского Батальона, дом 19 лит. А часть здания 1, ком. 1-29, 34, 35, 83, 84, 92-95"
5984,5984,"Санкт-Петербург, город Колпино, улица Веры Слуцкой, дом 38, лит. А, пом. 1Н"
5985,5985,"Санкт-Петербург, город Колпино, улица Вавилова, дом 1 лит. А"
5986,5986,"Санкт-Петербург, город Колпино, улица Вавилова, дом 1 лит. А, помещение №211"
5987,5987,"Санкт-Петербург, г. Колпино, Заводской пр., д. 46, литер А, 1 этаж, помещения № 32 ,33, 34, 35, 36, 37"
5988,5988,"Санкт-Петербург, г. Колпино, улица Тверская, д. 45, корпус 2, литер А, 1 этаж, помещения № 35,36,41"
5989,5989,"Санкт-Петербург, г. Колпино, улица Красная, д. 10, корп. 2, литер А, 1 этаж, помещения № 4,5"
5990,5990,"Санкт-Петербург, г. Колпино, улица Володарского, д. 23, литер А, 1 этаж, помещения № 7,8,10"
5991,5991,"Санкт-Петербург, г. Колпино, улица Пролетарская, д. 111, литер А, 1 этаж, помещения № 34,35,36,37,38"
5992,5992,"Санкт-Петербург, г. Колпино, улица Раумская, д. 3, литер А, 1 этаж, пом. 3Н (каб. № 41,42,43,44,45,46)"
5993,5993,"Санкт-Петербург, г. Колпино, бульвар Трудящихся, д. 37, литер А, помещения № 33, 35, 36, 37, 38, 39"
5994,5994,"Санкт-Петербург, г. Колпино, улица Вавилова, д. 6, литер А, 1 этаж, помещения № 29,30,31,32,34"
5995,5995,"Санкт-Петербург, г. Колпино, улица Павловская, д. 4, литер А, 1 этаж, помещения №4, 5, 7, 8"
5996,5996,"Санкт-Петербург, г. Колпино, улица Московская, д. 3, корп. 2, литер А, 1этаж, пом. 2Н,  помещения №  84,85,86,87,88,90,91,92"
5997,5997,"Санкт-Петербург, Колпино, проспект Ленина, д.5, литера А, каб.9,10,11"
5998,5998,"Санкт-Петербург, Колпино,  улица Павловская, д. 80,  литера А, пом. 61,62,63"
5999,5999,"Санкт-Петербург, г. Колпино, улица  Павловская, д. 21 литер А, пом. 99, 100, 101,102,103,105,106,107"
6000,6000,"Санкт-Петербург, г. Колпино, улица Тверская, д. 18, литера А, 2этаж, помещения № 25, 26"
6001,6001,"Санкт-Петербург, г.Колпино, улица Павловская, д.68, литера А, 1этаж,№ 40,41,42"
6002,6002,"Санкт-Петербург, г.Колпино, улица Павловская, д.88, литера А, 1этаж, помещения №№25,26,27,28,29"
6003,6003,"Санкт-Петербург, г. Колпино, бульвар Трудящихся, д.10,  литера А,  2этаж, кабинет 224"
6004,6004,"Санкт-Петербург, г. Колпино, улица Раумская, д.9, литер А, 2этаж,  помещения №80,82,83. в пом. 3Н"
6005,6005,"Санкт-Петербург, г. Колпино, Заводской проспект, д.18, корп.2, литера А, 2этаж, помещение №78"
6006,6006,"Санкт-Петербург, Колпино, Заводской пр., д.50,  литера А,  1этаж, № 113,113а"
6007,6007,"Санкт-Петербург, г. Колпино, улица Машиностроителей, д.7, лит. А, 2этаж, помещение № 74"
6008,6008,"Санкт-Петербург, г. Колпино, бульвар Трудящихся, д.9,  литер А,  2этаж, пом. 63,64"
6009,6009,"Санкт-Петербург, г. Колпино, улица Октябрьская, д.71, корп.2, литера А, 1этаж, пом.23,24,25"
6010,6010,"Санкт-Петербург, г. Колпино, проспект Ленина, д.31, литер А, 2этаж, каб. №75,76"
